Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,846.000000,847.700012,837.650024,842.950012,839.800598,186250
2019-01-02,841.000000,844.349976,812.549988,817.299988,814.246399,453950
2019-01-03,818.599976,828.799988,805.849976,811.549988,808.517883,514410
2019-01-04,815.000000,824.500000,802.299988,822.299988,819.227722,400597
2019-01-07,824.150024,827.000000,810.000000,813.900024,810.859131,202634
2019-01-08,814.400024,823.450012,807.549988,814.900024,811.855408,332222
2019-01-09,814.900024,821.349976,795.000000,804.799988,801.793091,652758
2019-01-10,797.000000,817.400024,792.700012,809.200012,806.176697,495685
2019-01-11,809.200012,820.000000,808.650024,816.099976,813.050842,284759
2019-01-14,813.000000,821.000000,806.049988,814.849976,811.805542,227366
2019-01-15,819.000000,826.099976,810.650024,815.200012,812.154236,407151
2019-01-16,811.000000,827.650024,811.000000,815.849976,812.801819,504484
2019-01-17,820.000000,829.799988,806.549988,809.450012,806.425720,883406
2019-01-18,814.700012,814.700012,797.900024,806.950012,803.935059,644948
2019-01-21,804.000000,814.500000,791.450012,805.950012,802.938843,519418
2019-01-22,814.400024,824.000000,804.500000,812.849976,809.812988,1242706
2019-01-23,813.000000,830.000000,805.000000,813.900024,810.859131,2573606
2019-01-24,826.099976,826.099976,792.000000,796.150024,793.175476,1010345
2019-01-25,802.549988,805.099976,766.849976,774.400024,771.506714,944678
2019-01-28,774.000000,774.000000,736.250000,746.650024,743.860413,708484
2019-01-29,740.000000,768.000000,738.500000,763.349976,760.497925,455665
2019-01-30,760.000000,773.349976,751.549988,764.000000,761.145569,343827
2019-01-31,766.000000,767.549988,751.000000,754.349976,751.531555,293615
2019-02-01,756.200012,764.950012,738.450012,742.650024,739.875366,374709
2019-02-04,742.000000,752.900024,732.349976,743.049988,740.273804,456333
2019-02-05,743.000000,746.000000,719.549988,728.500000,725.778198,357403
2019-02-06,728.000000,732.799988,697.599976,711.099976,708.443176,510679
2019-02-07,715.099976,722.950012,627.700012,653.700012,651.257629,3927614
2019-02-08,660.950012,709.900024,660.000000,687.549988,684.981140,4933002
2019-02-11,689.250000,695.900024,668.650024,687.750000,685.180420,913837
2019-02-12,687.000000,699.000000,680.000000,695.099976,692.502930,614403
2019-02-14,700.000000,708.400024,688.049988,704.549988,701.917664,542212
2019-02-15,701.500000,702.500000,681.849976,686.349976,683.785645,401990
2019-02-18,684.000000,689.500000,674.000000,686.750000,684.184143,437828
2019-02-19,683.049988,694.849976,681.099976,683.599976,681.045898,318893
2019-02-20,688.000000,691.500000,681.500000,688.500000,685.927612,377606
2019-02-21,685.000000,702.450012,685.000000,698.650024,696.039734,583286
2019-02-22,704.000000,733.000000,693.849976,728.150024,725.429504,923911
2019-02-25,731.000000,761.549988,728.500000,755.200012,752.378418,1316270
2019-02-26,749.950012,760.900024,739.000000,756.799988,753.972412,712074
2019-02-27,760.700012,781.799988,756.200012,765.349976,762.490479,916370
2019-02-28,769.950012,775.000000,752.000000,767.750000,764.881531,612230
2019-03-01,767.750000,792.599976,767.000000,786.200012,783.262634,951574
2019-03-05,790.000000,794.450012,780.250000,790.900024,787.945068,550054
2019-03-06,794.000000,833.900024,791.049988,817.450012,814.395874,1881016
2019-03-07,821.400024,835.500000,808.000000,815.150024,812.104492,1277275
2019-03-08,813.000000,818.500000,805.000000,808.150024,805.130615,494961
2019-03-11,813.349976,825.599976,808.099976,819.799988,816.737061,650900
2019-03-12,823.000000,827.500000,810.099976,815.349976,812.303650,455810
2019-03-13,818.500000,824.000000,806.299988,809.400024,806.375916,438805
2019-03-14,811.000000,818.500000,793.150024,815.700012,812.652405,674769
2019-03-15,813.000000,833.650024,811.000000,816.150024,813.100708,1433188
2019-03-18,815.900024,831.299988,812.250000,818.500000,815.441895,753664
2019-03-19,823.000000,830.950012,814.799988,821.299988,818.231445,766396
2019-03-20,823.000000,838.599976,813.000000,818.000000,814.943787,1713786
2019-03-22,820.000000,824.799988,805.000000,809.900024,806.874084,625410
2019-03-25,803.799988,805.900024,784.000000,790.099976,787.148010,578169
2019-03-26,799.000000,806.000000,792.900024,802.349976,799.352234,895560
2019-03-27,806.000000,814.000000,795.000000,798.950012,795.964966,850794
2019-03-28,803.349976,805.400024,791.200012,795.000000,792.029724,453442
2019-04-01,817.900024,839.900024,813.799988,826.099976,823.013489,893864
2019-04-02,827.000000,831.950012,812.799988,816.700012,813.648682,655036
2019-04-03,830.000000,843.000000,801.299988,809.200012,806.176697,2695144
2019-04-04,810.950012,813.950012,795.000000,801.200012,798.206543,671886
2019-04-05,805.000000,815.650024,802.750000,806.450012,803.436951,528773
2019-04-08,810.000000,814.000000,792.700012,796.900024,793.922668,395213
2019-04-09,792.200012,796.150024,774.549988,781.450012,778.530334,572261
2019-04-10,779.950012,791.900024,775.000000,777.849976,774.943787,450818
2019-04-11,783.000000,783.500000,769.000000,777.400024,774.495483,435382
2019-04-12,777.000000,788.549988,776.500000,784.150024,781.220276,538097
2019-04-15,788.799988,801.400024,782.000000,796.700012,793.723389,445350
2019-04-16,801.000000,804.099976,792.299988,795.150024,792.179199,328748
2019-04-18,795.200012,802.450012,778.000000,781.250000,778.331116,347786
2019-04-22,778.000000,778.000000,751.799988,755.400024,752.577698,480950
2019-04-23,757.799988,769.099976,748.000000,754.950012,752.129395,589388
2019-04-24,758.000000,763.799988,744.299988,759.049988,756.214050,588759
2019-04-25,758.400024,772.000000,750.650024,756.700012,753.872803,549804
2019-04-26,759.900024,764.700012,752.500000,757.049988,754.221497,301871
2019-04-30,757.049988,774.650024,753.650024,771.650024,768.766968,691405
2019-05-02,776.450012,776.450012,735.000000,741.250000,738.480530,1565954
2019-05-03,740.000000,766.000000,733.000000,760.299988,757.459351,804782
2019-05-06,754.200012,814.799988,748.000000,806.049988,803.038452,2869077
2019-05-07,806.049988,821.599976,799.250000,808.950012,805.927612,2038484
2019-05-08,807.900024,816.900024,797.049988,807.099976,804.084473,930010
2019-05-09,801.000000,811.099976,798.000000,805.299988,802.291199,425205
2019-05-10,809.950012,815.000000,795.049988,804.400024,801.394653,464539
2019-05-13,803.000000,803.000000,774.750000,779.349976,776.438171,342185
2019-05-14,782.849976,796.049988,770.599976,791.349976,788.393311,555376
2019-05-15,793.000000,805.750000,774.000000,777.750000,774.844177,581103
2019-05-16,780.000000,793.000000,771.000000,786.500000,783.561462,593803
2019-05-17,786.799988,801.000000,784.000000,796.549988,793.573914,315115
2019-05-20,808.000000,833.500000,804.750000,819.349976,816.288696,1124458
2019-05-21,827.950012,829.400024,802.950012,808.049988,805.030945,645129
2019-05-22,808.450012,811.849976,793.299988,802.950012,799.950012,313131
2019-05-23,812.900024,829.799988,795.349976,801.099976,801.099976,698286
2019-05-24,807.549988,855.000000,804.450012,852.200012,852.200012,1313991
2019-05-27,855.500000,859.450012,844.900024,855.150024,855.150024,852081
2019-05-28,856.500000,868.700012,848.000000,850.250000,850.250000,1060471
2019-05-29,851.900024,851.900024,832.000000,837.750000,837.750000,319846
2019-05-30,837.750000,851.099976,835.750000,848.200012,848.200012,389102
2019-05-31,851.950012,854.400024,824.450012,828.000000,828.000000,477421
2019-06-03,828.049988,844.900024,824.599976,840.900024,840.900024,533763
2019-06-04,841.799988,859.950012,840.750000,850.900024,850.900024,622882
2019-06-06,855.900024,857.900024,805.000000,808.400024,808.400024,584658
2019-06-07,808.400024,818.500000,800.200012,812.049988,812.049988,409523
2019-06-10,811.799988,828.900024,808.750000,813.700012,813.700012,478376
2019-06-11,813.000000,818.500000,807.099976,813.299988,813.299988,186220
2019-06-12,809.000000,813.950012,790.000000,801.400024,801.400024,478738
2019-06-13,800.000000,802.000000,783.299988,796.799988,796.799988,555621
2019-06-14,799.799988,806.900024,783.250000,786.299988,786.299988,478402
2019-06-17,790.400024,797.400024,777.299988,780.950012,780.950012,516512
2019-06-18,783.799988,787.200012,773.000000,778.299988,778.299988,305267
2019-06-19,783.299988,787.000000,728.500000,740.799988,740.799988,732563
2019-06-20,740.000000,769.500000,721.650024,762.650024,762.650024,975224
2019-06-21,764.000000,764.000000,745.099976,749.950012,749.950012,430903
2019-06-24,749.000000,759.549988,733.450012,740.349976,740.349976,388794
2019-06-25,744.900024,752.450012,730.849976,748.849976,748.849976,367029
2019-06-26,745.500000,758.500000,743.950012,748.099976,748.099976,516540
