Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,37.299999,38.599998,36.700001,37.049999,36.827477,48490
2019-01-02,37.450001,38.400002,36.650002,37.200001,36.976578,33558
2019-01-03,37.549999,38.599998,36.650002,36.950001,36.728081,71798
2019-01-04,37.000000,38.000000,36.650002,36.900002,36.678379,23880
2019-01-07,37.500000,38.500000,37.000000,38.000000,37.771770,32991
2019-01-08,38.000000,45.599998,37.299999,45.099998,44.829128,1157590
2019-01-09,42.500000,43.000000,40.150002,40.750000,40.505257,382629
2019-01-10,41.000000,41.599998,39.500000,40.000000,39.759758,122131
2019-01-11,40.299999,42.900002,39.650002,41.150002,40.902855,162274
2019-01-14,40.650002,43.500000,40.650002,42.450001,42.195045,120408
2019-01-15,42.000000,43.599998,41.450001,42.900002,42.642345,64662
2019-01-16,43.700001,43.750000,42.099998,42.849998,42.592640,38479
2019-01-17,42.349998,43.500000,40.650002,42.849998,42.592640,91720
2019-01-18,42.000000,43.799999,41.799999,42.150002,41.896847,38846
2019-01-21,41.900002,43.500000,41.599998,42.950001,42.692043,51913
2019-01-22,44.799999,46.000000,42.299999,43.200001,42.940540,512364
2019-01-23,43.000000,43.299999,41.650002,42.049999,41.797447,69642
2019-01-24,41.400002,43.450001,41.150002,41.549999,41.300449,82286
2019-01-25,41.950001,42.900002,40.700001,41.099998,40.853153,57838
2019-01-28,41.099998,41.700001,38.150002,38.349998,38.119667,52453
2019-01-29,38.150002,38.549999,36.799999,37.299999,37.075974,52779
2019-01-30,37.099998,38.400002,36.400002,37.349998,37.125675,26679
2019-01-31,37.200001,37.849998,37.000000,37.099998,36.877174,24997
2019-02-01,36.950001,39.650002,36.000000,36.700001,36.479580,31213
2019-02-04,36.299999,36.950001,35.700001,36.000000,35.783783,14247
2019-02-05,35.950001,37.250000,35.049999,35.599998,35.386185,28488
2019-02-06,35.599998,36.000000,35.200001,35.299999,35.087986,9258
2019-02-07,36.099998,36.200001,35.099998,35.200001,34.988590,12425
2019-02-08,35.150002,35.450001,34.000000,34.299999,34.093994,17606
2019-02-11,34.049999,37.799999,33.750000,36.700001,36.479580,34316
2019-02-12,35.450001,37.299999,33.299999,34.299999,34.093994,78804
2019-02-14,33.950001,34.799999,33.950001,34.299999,34.093994,8193
2019-02-15,35.750000,35.750000,34.049999,34.549999,34.342491,15562
2019-02-18,34.799999,36.099998,30.900000,31.799999,31.609009,57162
2019-02-19,32.200001,35.750000,32.200001,34.799999,34.590992,113624
2019-02-20,35.700001,36.750000,35.450001,35.950001,35.734085,45769
2019-02-21,35.000000,37.500000,35.000000,35.900002,35.684387,16913
2019-02-22,36.250000,37.450001,35.700001,35.950001,35.734085,35191
2019-02-25,36.250000,39.299999,35.000000,36.150002,35.932884,143930
2019-02-26,36.900002,39.099998,35.500000,36.599998,36.380180,75587
2019-02-27,37.299999,37.500000,35.700001,35.849998,35.634682,24971
2019-02-28,36.400002,36.500000,35.500000,36.200001,35.982582,19412
2019-03-01,36.200001,37.299999,36.000000,36.849998,36.628677,29545
2019-03-05,37.349998,40.000000,37.349998,39.200001,38.964565,162643
2019-03-06,39.900002,40.900002,38.750000,39.299999,39.063965,55844
2019-03-07,39.549999,41.000000,38.000000,39.750000,39.511261,84394
2019-03-08,41.000000,41.900002,40.000000,40.450001,40.207058,109657
2019-03-11,41.400002,41.849998,40.049999,40.549999,40.306458,65638
2019-03-12,40.650002,48.650002,40.099998,46.650002,46.369820,1504984
2019-03-13,46.000000,46.450001,44.200001,44.599998,44.332130,440833
2019-03-14,44.500000,46.500000,44.150002,44.650002,44.381832,242436
2019-03-15,44.799999,45.950001,44.400002,44.700001,44.431534,126224
2019-03-18,45.099998,45.950001,44.400002,45.200001,44.928528,97150
2019-03-19,45.099998,46.500000,45.099998,45.450001,45.177029,73131
2019-03-20,45.950001,46.700001,44.700001,44.950001,44.680031,77726
2019-03-22,45.900002,46.099998,43.599998,44.099998,43.835133,73288
2019-03-25,44.000000,45.000000,43.150002,44.200001,43.934536,70312
2019-03-26,44.150002,45.000000,43.200001,43.650002,43.387840,61182
2019-03-27,43.750000,44.500000,42.549999,42.900002,42.642345,248142
2019-03-28,43.150002,44.150002,43.000000,43.799999,43.536938,23994
2019-04-01,43.000000,45.099998,42.849998,43.200001,42.940540,88898
2019-04-02,43.799999,45.000000,43.049999,43.650002,43.387840,78378
2019-04-03,44.200001,44.200001,43.049999,43.200001,42.940540,27812
2019-04-04,43.650002,43.950001,42.700001,43.000000,42.741741,28947
2019-04-05,43.400002,43.400002,42.500000,42.799999,42.542942,17693
2019-04-08,43.349998,43.599998,41.000000,41.650002,41.399853,53905
2019-04-09,42.049999,42.049999,40.549999,41.049999,40.803452,20473
2019-04-10,40.650002,41.150002,40.250000,40.450001,40.207058,24112
2019-04-11,40.299999,42.150002,40.000000,41.650002,41.399853,48000
2019-04-12,42.000000,42.000000,40.650002,40.799999,40.554955,20368
2019-04-15,41.299999,41.299999,40.599998,40.849998,40.604652,16546
2019-04-16,40.900002,41.500000,40.099998,40.250000,40.008259,27576
2019-04-18,40.150002,40.250000,39.150002,39.549999,39.312462,23048
2019-04-22,39.900002,39.900002,38.700001,38.950001,38.716068,21516
2019-04-23,38.799999,39.000000,38.200001,38.299999,38.069969,8685
2019-04-24,38.750000,38.799999,37.549999,37.900002,37.672375,20367
2019-04-25,39.099998,40.000000,38.750000,39.599998,39.362160,19980
2019-04-26,39.549999,39.900002,39.000000,39.000000,38.765766,9729
2019-04-30,39.400002,39.400002,37.599998,37.900002,37.672375,9774
2019-05-02,37.549999,38.950001,37.400002,38.799999,38.566967,10364
2019-05-03,38.849998,39.099998,38.000000,38.049999,37.821472,6405
2019-05-06,37.150002,37.799999,36.750000,37.349998,37.125675,9683
2019-05-07,37.150002,42.400002,37.150002,38.700001,38.467567,165752
2019-05-08,38.950001,38.950001,36.250000,36.599998,36.380180,29491
2019-05-09,36.900002,37.400002,36.500000,36.900002,36.678379,9580
2019-05-10,37.150002,39.500000,36.799999,37.450001,37.225075,26539
2019-05-13,37.150002,37.700001,35.250000,35.500000,35.286785,26205
2019-05-14,35.250000,36.500000,35.250000,35.950001,35.734085,22633
2019-05-15,35.599998,38.750000,35.599998,36.549999,36.330479,64468
2019-05-16,36.349998,36.900002,35.700001,35.950001,35.734085,11659
2019-05-17,36.700001,36.700001,34.750000,35.400002,35.187389,33069
2019-05-20,36.950001,38.900002,36.500000,38.099998,37.871170,41573
2019-05-21,38.599998,38.599998,37.250000,37.400002,37.175377,7404
2019-05-22,37.650002,38.400002,37.450001,37.799999,37.572971,9235
2019-05-23,37.599998,40.400002,37.599998,38.400002,38.169373,108245
2019-05-24,38.549999,40.000000,38.000000,39.599998,39.362160,35702
2019-05-27,39.250000,41.000000,39.250000,40.099998,39.859158,33630
2019-05-28,40.950001,41.500000,40.150002,40.349998,40.107655,48283
2019-05-29,40.049999,40.849998,39.700001,40.549999,40.306458,14536
2019-05-30,40.099998,40.950001,39.849998,40.049999,39.809460,11776
2019-05-31,39.700001,41.000000,36.950001,37.799999,37.572971,66064
2019-06-03,37.549999,38.500000,37.049999,37.450001,37.225075,33198
2019-06-04,38.000000,38.049999,37.250000,37.700001,37.473576,5698
2019-06-06,37.950001,38.349998,37.049999,37.099998,36.877174,6082
2019-06-07,37.049999,37.650002,36.500000,36.700001,36.479580,8297
2019-06-10,36.349998,40.049999,35.549999,38.150002,37.920872,71230
2019-06-11,37.700001,39.299999,36.500000,37.000000,36.777779,17692
2019-06-12,36.549999,37.799999,36.250000,36.799999,36.578979,17913
2019-06-13,36.700001,37.900002,36.000000,37.099998,36.877174,32249
2019-06-14,36.599998,37.000000,36.049999,36.150002,35.932884,12492
2019-06-17,36.200001,36.200001,33.599998,34.500000,34.292793,42573
2019-06-18,35.000000,35.200001,33.799999,34.049999,33.845493,20887
2019-06-19,34.500000,34.900002,30.650000,31.549999,31.360510,60582
2019-06-20,32.650002,32.950001,30.100000,32.700001,32.503605,24739
2019-06-21,32.049999,33.849998,32.000000,33.450001,33.249100,16127
2019-06-24,32.799999,33.250000,31.700001,32.000000,31.807808,17154
2019-06-25,32.650002,32.799999,31.400000,31.700001,31.509611,20658
2019-06-26,32.250000,32.900002,31.650000,32.200001,32.006607,11970
2019-06-27,32.400002,33.400002,32.099998,32.299999,32.106007,21599
2019-06-28,32.400002,34.400002,31.600000,32.349998,32.155704,26228
2019-07-01,31.900000,34.400002,31.900000,33.049999,32.851501,37503
2019-07-02,33.750000,33.799999,32.700001,33.150002,32.950901,6675
2019-07-03,34.250000,34.250000,32.349998,32.500000,32.304806,15360
2019-07-04,32.950001,33.700001,32.250000,32.500000,32.304806,10783
2019-07-05,33.200001,33.250000,32.049999,32.099998,31.907206,9251
2019-07-08,31.750000,31.950001,28.150000,29.900000,29.720421,68907
2019-07-09,29.799999,30.400000,29.799999,30.150000,29.968918,7158
2019-07-10,30.299999,30.299999,29.299999,29.700001,29.521622,14530
2019-07-11,31.700001,31.700001,29.350000,29.549999,29.372522,13088
2019-07-12,30.049999,30.250000,29.200001,29.500000,29.322823,9947
2019-07-15,29.700001,30.400000,28.700001,29.049999,28.875525,14431
2019-07-16,29.700001,29.700001,28.250000,28.350000,28.179729,7300
2019-07-17,28.250000,29.150000,28.000000,28.400000,28.229429,19681
2019-07-18,28.600000,28.650000,27.049999,27.250000,27.086336,10905
2019-07-19,27.200001,28.000000,26.150000,26.400000,26.241442,16381
2019-07-22,25.850000,26.350000,24.799999,25.049999,24.899549,20969
2019-07-23,25.650000,25.650000,24.400000,24.900000,24.750450,11973
2019-07-24,24.600000,25.549999,23.400000,23.700001,23.557659,35392
2019-07-25,25.200001,25.200001,23.049999,23.250000,23.110361,15647
